Exposure Id,Type,Country,ISO3,Region,Name,Exposure Lower,Exposure Mean,Exposure Upper,Year,Pollutant,Pollutant Name,Region Name,Units
4023,country,Slovakia,SVK,EU,European Union,19.8,25.5,34.1,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
3995,country,Slovakia,SVK,EU,European Union,18,25.7,36.4,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
4024,country,Slovakia,SVK,EU,European Union,20.6,24.4,30.1,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
4025,country,Slovakia,SVK,EU,European Union,20.8,23.8,28.5,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
4026,country,Slovakia,SVK,EU,European Union,20.7,23.3,27.3,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
4027,country,Slovakia,SVK,EU,European Union,20.1,22.8,26.4,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
3996,country,Slovakia,SVK,EU,European Union,20.6,21.8,23.1,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
3997,country,Slovakia,SVK,EU,European Union,20.9,22.1,23.4,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
3998,country,Slovakia,SVK,EU,European Union,23.7,25.1,26.6,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
3999,country,Slovakia,SVK,EU,European Union,24.7,26.1,27.6,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
4000,country,Slovakia,SVK,EU,European Union,21.5,22.7,23.9,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
4001,country,Slovakia,SVK,EU,European Union,22.7,23.8,25,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
4002,country,Slovakia,SVK,EU,European Union,22.2,22.7,23.2,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
4003,country,Slovakia,SVK,EU,European Union,21.1,21.4,21.7,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
4004,country,Slovakia,SVK,EU,European Union,19.8,20,20.3,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
4005,country,Slovakia,SVK,EU,European Union,20.9,21.3,21.7,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
4006,country,Slovakia,SVK,EU,European Union,21.5,22,22.5,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
4007,country,Slovakia,SVK,EU,European Union,23.1,23.6,24.1,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
4008,country,Slovakia,SVK,EU,European Union,20.1,20.6,21,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
4009,country,Slovakia,SVK,EU,European Union,19.7,20.2,20.7,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
4010,country,Slovakia,SVK,EU,European Union,18.5,18.9,19.4,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
4011,country,Slovakia,SVK,EU,European Union,18.4,18.8,19.3,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
4012,country,Slovakia,SVK,EU,European Union,17.2,17.5,17.9,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
4013,country,Slovakia,SVK,EU,European Union,18,18.3,18.7,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
4014,country,Slovakia,SVK,EU,European Union,17.8,18.2,18.6,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
4015,country,Slovakia,SVK,EU,European Union,14.7,15,15.4,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
4016,country,Slovakia,SVK,EU,European Union,13.6,13.9,14.2,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
4017,country,Slovakia,SVK,EU,European Union,14.9,15.2,15.5,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
4018,country,Slovakia,SVK,EU,European Union,13.4,13.8,14.1,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
4019,country,Slovakia,SVK,EU,European Union,13.5,13.7,13.9,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
4115,country,Slovenia,SVN,EU,European Union,16,26.8,43.9,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
4141,country,Slovenia,SVN,EU,European Union,17.9,26.6,39.6,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
4142,country,Slovenia,SVN,EU,European Union,18.5,26.1,37.1,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
4143,country,Slovenia,SVN,EU,European Union,19.1,25.5,35.2,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
4144,country,Slovenia,SVN,EU,European Union,19.5,25,33.1,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
4116,country,Slovenia,SVN,EU,European Union,17.9,25,34.6,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
4145,country,Slovenia,SVN,EU,European Union,20.4,23.9,29,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
4146,country,Slovenia,SVN,EU,European Union,20.4,23.4,27.3,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
4147,country,Slovenia,SVN,EU,European Union,20.2,22.9,26.3,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
4148,country,Slovenia,SVN,EU,European Union,19.7,22.3,26.1,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
4117,country,Slovenia,SVN,EU,European Union,20.2,21.5,22.8,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
4118,country,Slovenia,SVN,EU,European Union,19.4,20.5,21.9,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
4119,country,Slovenia,SVN,EU,European Union,21.8,23.2,24.7,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
4120,country,Slovenia,SVN,EU,European Union,23,24.4,25.7,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
4121,country,Slovenia,SVN,EU,European Union,20.3,21.4,22.8,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
4122,country,Slovenia,SVN,EU,European Union,21.4,22.7,23.9,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
4123,country,Slovenia,SVN,EU,European Union,19.9,20.6,21.1,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
4124,country,Slovenia,SVN,EU,European Union,19,19.4,19.9,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
4125,country,Slovenia,SVN,EU,European Union,17.8,18.2,18.7,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
4126,country,Slovenia,SVN,EU,European Union,17.5,18.4,19.2,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
4127,country,Slovenia,SVN,EU,European Union,18,18.7,19.5,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
4128,country,Slovenia,SVN,EU,European Union,20.2,21.1,22,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
4129,country,Slovenia,SVN,EU,European Union,17,17.7,18.4,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
4130,country,Slovenia,SVN,EU,European Union,15.9,16.6,17.3,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
4131,country,Slovenia,SVN,EU,European Union,14.2,14.9,15.5,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
4132,country,Slovenia,SVN,EU,European Union,16.4,17.2,18,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
4133,country,Slovenia,SVN,EU,European Union,15.2,15.9,16.7,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
4134,country,Slovenia,SVN,EU,European Union,15.4,16.1,16.8,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
4135,country,Slovenia,SVN,EU,European Union,15.5,16.2,16.9,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
4136,country,Slovenia,SVN,EU,European Union,12.6,13.2,13.8,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
4137,country,Slovenia,SVN,EU,European Union,12.6,13.2,13.9,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
4138,country,Slovenia,SVN,EU,European Union,12.1,12.7,13.5,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
4139,country,Slovenia,SVN,EU,European Union,12.9,13.7,14.3,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
4140,country,Slovenia,SVN,EU,European Union,12.2,12.6,12.9,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
6172,country,Spain,ESP,EU,European Union,9.35,16.5,25.9,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
6198,country,Spain,ESP,EU,European Union,11,16.3,23.4,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
6199,country,Spain,ESP,EU,European Union,11.8,16.3,22.6,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
6200,country,Spain,ESP,EU,European Union,12.4,16.3,21.9,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
6201,country,Spain,ESP,EU,European Union,13,16.3,21,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
6173,country,Spain,ESP,EU,European Union,11.1,15.8,22.8,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
6202,country,Spain,ESP,EU,European Union,14.1,16.3,19.5,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
6203,country,Spain,ESP,EU,European Union,14.5,16.3,19,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
6204,country,Spain,ESP,EU,European Union,14.7,16.4,18.7,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
6205,country,Spain,ESP,EU,European Union,14.5,16.4,18.6,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
6174,country,Spain,ESP,EU,European Union,16.3,16.7,17.1,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
6175,country,Spain,ESP,EU,European Union,15.3,15.6,15.9,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
6176,country,Spain,ESP,EU,European Union,15.4,15.8,16.1,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
6177,country,Spain,ESP,EU,European Union,15.9,16.2,16.5,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
6178,country,Spain,ESP,EU,European Union,14.7,15,15.3,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
6179,country,Spain,ESP,EU,European Union,14.8,15,15.3,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
6180,country,Spain,ESP,EU,European Union,14.1,14.3,14.6,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
6181,country,Spain,ESP,EU,European Union,13.2,13.5,13.8,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
6182,country,Spain,ESP,EU,European Union,12.8,13.1,13.4,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
6183,country,Spain,ESP,EU,European Union,12.4,13,13.5,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
6184,country,Spain,ESP,EU,European Union,11.1,11.5,11.9,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
6185,country,Spain,ESP,EU,European Union,11.6,12.1,12.6,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
6186,country,Spain,ESP,EU,European Union,11.3,11.7,12.2,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
6187,country,Spain,ESP,EU,European Union,9.91,10.3,10.6,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
6188,country,Spain,ESP,EU,European Union,9.8,10.2,10.7,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
6189,country,Spain,ESP,EU,European Union,11.3,11.8,12.3,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
6190,country,Spain,ESP,EU,European Union,9.85,10.3,10.8,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
6191,country,Spain,ESP,EU,European Union,10.7,11.2,11.6,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
6192,country,Spain,ESP,EU,European Union,10.1,10.5,10.9,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
6193,country,Spain,ESP,EU,European Union,10,10.4,10.9,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
6194,country,Spain,ESP,EU,European Union,9.64,10.1,10.6,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
6195,country,Spain,ESP,EU,European Union,9.84,10.2,10.7,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
6196,country,Spain,ESP,EU,European Union,11.4,11.9,12.4,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
6197,country,Spain,ESP,EU,European Union,9.83,10.1,10.3,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
,,,,,,,,,,,,,
,citation,Health Effects Institute. 2023. State of Global Air 2023. www.stateofglobalair.org [accessed: 11/24/2025]. Data source: Global Burden of Disease Study 2020. IHME, 2023.,,,,,,,,,,,
