Exposure Id,Type,Country,ISO3,Region,Name,Exposure Lower,Exposure Mean,Exposure Upper,Year,Pollutant,Pollutant Name,Region Name,Units
4370,country,Latvia,LVA,EU,European Union,15.2,17,18.8,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
4371,country,Latvia,LVA,EU,European Union,16.4,17.8,19.6,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
4372,country,Latvia,LVA,EU,European Union,15.5,17.1,18.4,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
4373,country,Latvia,LVA,EU,European Union,16.3,18.1,19.7,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
4374,country,Latvia,LVA,EU,European Union,14.4,15.7,17,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
4375,country,Latvia,LVA,EU,European Union,13,14.1,15.2,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
4376,country,Latvia,LVA,EU,European Union,12.4,13.4,14.6,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
4377,country,Latvia,LVA,EU,European Union,15.1,16.9,19,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
4378,country,Latvia,LVA,EU,European Union,12.5,14,15.4,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
4379,country,Latvia,LVA,EU,European Union,12.7,14,15.3,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
4380,country,Latvia,LVA,EU,European Union,14.2,15.7,17.2,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
4381,country,Latvia,LVA,EU,European Union,12.5,13.9,15.2,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
4382,country,Latvia,LVA,EU,European Union,12.2,13,13.8,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
4478,country,Lithuania,LTU,EU,European Union,17,31.6,51.6,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
4504,country,Lithuania,LTU,EU,European Union,20.5,31.4,48.3,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
4505,country,Lithuania,LTU,EU,European Union,21.2,30.8,45.9,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
4506,country,Lithuania,LTU,EU,European Union,21.8,30.3,43.1,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
4507,country,Lithuania,LTU,EU,European Union,22.3,29.7,40.4,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
4479,country,Lithuania,LTU,EU,European Union,18.9,29.9,45.9,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
4508,country,Lithuania,LTU,EU,European Union,23.3,28.5,34.9,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
4509,country,Lithuania,LTU,EU,European Union,23.3,28,33.6,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
4510,country,Lithuania,LTU,EU,European Union,22.5,27.4,33.3,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
4511,country,Lithuania,LTU,EU,European Union,21.3,26.8,33.6,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
4480,country,Lithuania,LTU,EU,European Union,20.9,25.9,31.8,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
4481,country,Lithuania,LTU,EU,European Union,20.4,24.3,28.8,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
4482,country,Lithuania,LTU,EU,European Union,23.1,27.2,32,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
4483,country,Lithuania,LTU,EU,European Union,21,23.7,26.7,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
4484,country,Lithuania,LTU,EU,European Union,18.1,20.4,22.6,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
4485,country,Lithuania,LTU,EU,European Union,18.6,20.4,22.6,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
4486,country,Lithuania,LTU,EU,European Union,16.5,17.3,18,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
4487,country,Lithuania,LTU,EU,European Union,16.4,16.9,17.6,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
4488,country,Lithuania,LTU,EU,European Union,16.7,17.3,17.9,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
4489,country,Lithuania,LTU,EU,European Union,15.7,16.6,17.4,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
4490,country,Lithuania,LTU,EU,European Union,18.2,19.3,20.3,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
4491,country,Lithuania,LTU,EU,European Union,15.5,16.3,17.1,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
4492,country,Lithuania,LTU,EU,European Union,15.6,16.4,17.2,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
4493,country,Lithuania,LTU,EU,European Union,14.8,15.6,16.3,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
4494,country,Lithuania,LTU,EU,European Union,15.5,16.2,16.9,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
4495,country,Lithuania,LTU,EU,European Union,13.5,14.3,15.1,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
4496,country,Lithuania,LTU,EU,European Union,12,12.6,13.2,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
4497,country,Lithuania,LTU,EU,European Union,11.7,12.5,13.4,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
4498,country,Lithuania,LTU,EU,European Union,13.6,14.4,15.3,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
4499,country,Lithuania,LTU,EU,European Union,11.5,12.1,12.8,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
4500,country,Lithuania,LTU,EU,European Union,10.8,11.4,12.1,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
4501,country,Lithuania,LTU,EU,European Union,12.3,13.1,13.9,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
4502,country,Lithuania,LTU,EU,European Union,10.5,11.1,11.7,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
4503,country,Lithuania,LTU,EU,European Union,10.3,10.7,11.1,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
5688,country,Luxembourg,LUX,EU,European Union,10.6,19.6,30.6,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
5714,country,Luxembourg,LUX,EU,European Union,12.9,19.6,27.9,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
5715,country,Luxembourg,LUX,EU,European Union,13.6,19.3,26.7,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
5716,country,Luxembourg,LUX,EU,European Union,14.2,19,25.3,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
5717,country,Luxembourg,LUX,EU,European Union,14.7,18.7,24,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
5689,country,Luxembourg,LUX,EU,European Union,13.3,19,27.8,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
5718,country,Luxembourg,LUX,EU,European Union,15.5,18.2,22,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
5719,country,Luxembourg,LUX,EU,European Union,15.5,17.9,21.1,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
5720,country,Luxembourg,LUX,EU,European Union,15.4,17.6,20.4,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
5721,country,Luxembourg,LUX,EU,European Union,14.9,17.3,19.9,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
5690,country,Luxembourg,LUX,EU,European Union,15.7,16.8,18,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
5691,country,Luxembourg,LUX,EU,European Union,15.1,16,17,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
5692,country,Luxembourg,LUX,EU,European Union,15.1,16,17.1,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
5693,country,Luxembourg,LUX,EU,European Union,16.4,17.5,18.7,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
5694,country,Luxembourg,LUX,EU,European Union,14.6,15.6,16.5,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
5695,country,Luxembourg,LUX,EU,European Union,14.9,15.9,17.1,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
5696,country,Luxembourg,LUX,EU,European Union,14.2,15.1,16,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
5697,country,Luxembourg,LUX,EU,European Union,13.9,14.9,15.8,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
5698,country,Luxembourg,LUX,EU,European Union,14.3,15.2,16.1,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
5699,country,Luxembourg,LUX,EU,European Union,14.1,15.8,17.5,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
5700,country,Luxembourg,LUX,EU,European Union,14.2,15.9,17.5,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
5701,country,Luxembourg,LUX,EU,European Union,13.6,15.2,16.7,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
5702,country,Luxembourg,LUX,EU,European Union,11.6,13.1,14.4,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
5703,country,Luxembourg,LUX,EU,European Union,12.9,14.3,15.7,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
5704,country,Luxembourg,LUX,EU,European Union,10.6,12,13.1,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
5705,country,Luxembourg,LUX,EU,European Union,10.4,11.9,13.5,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
5706,country,Luxembourg,LUX,EU,European Union,10.1,11.2,12.3,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
5707,country,Luxembourg,LUX,EU,European Union,9.37,10.8,12.3,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
5708,country,Luxembourg,LUX,EU,European Union,9.67,10.8,11.9,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
5709,country,Luxembourg,LUX,EU,European Union,7.71,8.85,9.87,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
5710,country,Luxembourg,LUX,EU,European Union,6.96,8.15,9.35,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
5711,country,Luxembourg,LUX,EU,European Union,7.72,8.98,10.2,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
5712,country,Luxembourg,LUX,EU,European Union,8.08,9.08,10.2,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
5713,country,Luxembourg,LUX,EU,European Union,6.78,7.43,8.1,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
5809,country,Malta,MLT,EU,European Union,8.8,16,25.1,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
5835,country,Malta,MLT,EU,European Union,10.9,16.2,23.3,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
5836,country,Malta,MLT,EU,European Union,11.6,16.3,22.6,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
5837,country,Malta,MLT,EU,European Union,12.4,16.3,21.9,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
5838,country,Malta,MLT,EU,European Union,12.8,16.3,21.2,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
5810,country,Malta,MLT,EU,European Union,11.3,16.7,23.7,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
5839,country,Malta,MLT,EU,European Union,13.9,16.3,19.8,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
5840,country,Malta,MLT,EU,European Union,14.2,16.3,19.3,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
5841,country,Malta,MLT,EU,European Union,14.4,16.4,19.2,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
5842,country,Malta,MLT,EU,European Union,14.1,16.4,18.8,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
5811,country,Malta,MLT,EU,European Union,14.9,16.2,17.8,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
5812,country,Malta,MLT,EU,European Union,14.7,15.8,17.3,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
5813,country,Malta,MLT,EU,European Union,14.7,16,17.5,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
5814,country,Malta,MLT,EU,European Union,16,17.6,19,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
5815,country,Malta,MLT,EU,European Union,14.9,16.2,17.6,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
5816,country,Malta,MLT,EU,European Union,14.1,15.4,16.8,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
5817,country,Malta,MLT,EU,European Union,13,14.8,16.5,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
5818,country,Malta,MLT,EU,European Union,12.5,14.6,16.6,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
5819,country,Malta,MLT,EU,European Union,12.7,14.9,17.2,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
5820,country,Malta,MLT,EU,European Union,9.75,13.6,18,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
5821,country,Malta,MLT,EU,European Union,8.79,13.3,18.1,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
5822,country,Malta,MLT,EU,European Union,10.9,14.6,18.7,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
5823,country,Malta,MLT,EU,European Union,8.6,13,17,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
5824,country,Malta,MLT,EU,European Union,8.7,12.2,15.5,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
5825,country,Malta,MLT,EU,European Union,8,11.8,15.2,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
5826,country,Malta,MLT,EU,European Union,9.28,12.9,16.6,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
5827,country,Malta,MLT,EU,European Union,8.57,11.7,15,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
5828,country,Malta,MLT,EU,European Union,8.07,11.5,14.9,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
5829,country,Malta,MLT,EU,European Union,8.91,12.5,16.6,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
5830,country,Malta,MLT,EU,European Union,8.53,12.1,15.7,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
5831,country,Malta,MLT,EU,European Union,6.94,10.4,13.8,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
5832,country,Malta,MLT,EU,European Union,7.77,11.9,15.9,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
5833,country,Malta,MLT,EU,European Union,7.25,11.6,15.8,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
5834,country,Malta,MLT,EU,European Union,8.69,10.8,13,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
5930,country,Netherlands,NLD,EU,European Union,12.3,21.7,34.1,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
5956,country,Netherlands,NLD,EU,European Union,14.6,21.6,31.4,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
5957,country,Netherlands,NLD,EU,European Union,15.3,21.4,30.1,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
5958,country,Netherlands,NLD,EU,European Union,16,21.1,28.8,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
5959,country,Netherlands,NLD,EU,European Union,16.7,20.8,27.3,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
5931,country,Netherlands,NLD,EU,European Union,14.6,21.1,30.7,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
5960,country,Netherlands,NLD,EU,European Union,17.4,20.3,24.2,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
5961,country,Netherlands,NLD,EU,European Union,17.7,20,23.6,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
5962,country,Netherlands,NLD,EU,European Union,17.7,19.7,22.7,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
5963,country,Netherlands,NLD,EU,European Union,16.9,19.4,22.4,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
5932,country,Netherlands,NLD,EU,European Union,18,18.9,19.7,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
5933,country,Netherlands,NLD,EU,European Union,16.4,17.1,17.8,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
5934,country,Netherlands,NLD,EU,European Union,17,17.8,18.5,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
5935,country,Netherlands,NLD,EU,European Union,18.7,19.4,20.1,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
5936,country,Netherlands,NLD,EU,European Union,16.8,17.4,18.1,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
5937,country,Netherlands,NLD,EU,European Union,16.5,17.1,17.8,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
5938,country,Netherlands,NLD,EU,European Union,15.3,15.6,15.9,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
5939,country,Netherlands,NLD,EU,European Union,14.9,15.3,15.6,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
5940,country,Netherlands,NLD,EU,European Union,15.4,15.7,16.1,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
5941,country,Netherlands,NLD,EU,European Union,15.5,16.1,16.7,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
5942,country,Netherlands,NLD,EU,European Union,15.4,16,16.7,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
5943,country,Netherlands,NLD,EU,European Union,15.4,15.9,16.5,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
5944,country,Netherlands,NLD,EU,European Union,12.6,13.1,13.6,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
5945,country,Netherlands,NLD,EU,European Union,13.1,13.6,14.2,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
5946,country,Netherlands,NLD,EU,European Union,12.9,13.3,13.8,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
5947,country,Netherlands,NLD,EU,European Union,11.6,12.1,12.6,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
5948,country,Netherlands,NLD,EU,European Union,11.3,11.7,12.2,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
5949,country,Netherlands,NLD,EU,European Union,11.1,11.5,12,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
5950,country,Netherlands,NLD,EU,European Union,11.6,12.2,12.6,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
5951,country,Netherlands,NLD,EU,European Union,10.1,10.5,10.9,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
5952,country,Netherlands,NLD,EU,European Union,8.43,8.96,9.4,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
5953,country,Netherlands,NLD,EU,European Union,9.62,10,10.5,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
5954,country,Netherlands,NLD,EU,European Union,9.19,9.72,10.2,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
5955,country,Netherlands,NLD,EU,European Union,8.33,8.59,8.86,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
6051,country,Portugal,PRT,EU,European Union,7.51,13.2,20.7,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
6077,country,Portugal,PRT,EU,European Union,9.04,13.3,19.3,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
6078,country,Portugal,PRT,EU,European Union,9.65,13.3,18.6,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
6079,country,Portugal,PRT,EU,European Union,10.2,13.4,18,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
6080,country,Portugal,PRT,EU,European Union,10.8,13.5,17.5,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
6052,country,Portugal,PRT,EU,European Union,9.27,13.4,19.2,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
6081,country,Portugal,PRT,EU,European Union,11.8,13.6,16.3,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
6082,country,Portugal,PRT,EU,European Union,12,13.6,15.9,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
6083,country,Portugal,PRT,EU,European Union,12.3,13.7,15.7,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
6084,country,Portugal,PRT,EU,European Union,12.2,13.8,15.7,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
6053,country,Portugal,PRT,EU,European Union,13.4,13.9,14.4,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
6054,country,Portugal,PRT,EU,European Union,12.9,13.3,13.8,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
6055,country,Portugal,PRT,EU,European Union,12.8,13.3,13.8,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
6056,country,Portugal,PRT,EU,European Union,13.7,14.1,14.7,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
6057,country,Portugal,PRT,EU,European Union,12.2,12.6,12.9,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
6058,country,Portugal,PRT,EU,European Union,12.5,12.9,13.4,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
6059,country,Portugal,PRT,EU,European Union,12.3,12.6,13,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
6060,country,Portugal,PRT,EU,European Union,11.1,11.5,11.8,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
6061,country,Portugal,PRT,EU,European Union,10,10.4,10.7,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
6062,country,Portugal,PRT,EU,European Union,8.98,9.56,10.1,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
6063,country,Portugal,PRT,EU,European Union,8.96,9.54,10.1,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
6064,country,Portugal,PRT,EU,European Union,9.67,10.3,10.9,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
6065,country,Portugal,PRT,EU,European Union,8.23,8.73,9.3,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
6066,country,Portugal,PRT,EU,European Union,8.49,9.11,9.79,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
6067,country,Portugal,PRT,EU,European Union,7.65,8.15,8.62,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
6068,country,Portugal,PRT,EU,European Union,9.51,10.1,10.7,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
6069,country,Portugal,PRT,EU,European Union,8.28,8.91,9.57,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
6070,country,Portugal,PRT,EU,European Union,9.14,9.84,10.4,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
6071,country,Portugal,PRT,EU,European Union,9.04,9.69,10.3,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
6072,country,Portugal,PRT,EU,European Union,7.76,8.28,8.87,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
6073,country,Portugal,PRT,EU,European Union,8.17,8.75,9.35,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
6074,country,Portugal,PRT,EU,European Union,8.25,8.91,9.53,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
6075,country,Portugal,PRT,EU,European Union,8.58,9.24,9.99,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
6076,country,Portugal,PRT,EU,European Union,8.39,8.77,9.11,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
3873,country,Romania,ROU,EU,European Union,15.7,27.5,44.3,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
3899,country,Romania,ROU,EU,European Union,18.3,27.1,40.6,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
3900,country,Romania,ROU,EU,European Union,19,26.8,38.4,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
3901,country,Romania,ROU,EU,European Union,19.7,26.4,36.3,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
3902,country,Romania,ROU,EU,European Union,20.3,26,34.1,1994,pm25,PM<sub>2.5</sub>,EU,µg/m3
3874,country,Romania,ROU,EU,European Union,18.2,25.5,35.5,1995,pm25,PM<sub>2.5</sub>,EU,µg/m3
3903,country,Romania,ROU,EU,European Union,21.6,25.2,30.6,1996,pm25,PM<sub>2.5</sub>,EU,µg/m3
3904,country,Romania,ROU,EU,European Union,21.8,24.9,29.3,1997,pm25,PM<sub>2.5</sub>,EU,µg/m3
3905,country,Romania,ROU,EU,European Union,21.9,24.5,28.2,1998,pm25,PM<sub>2.5</sub>,EU,µg/m3
3906,country,Romania,ROU,EU,European Union,21.4,24.1,27.5,1999,pm25,PM<sub>2.5</sub>,EU,µg/m3
3875,country,Romania,ROU,EU,European Union,22.6,23.8,25,2000,pm25,PM<sub>2.5</sub>,EU,µg/m3
3876,country,Romania,ROU,EU,European Union,22.7,23.8,24.8,2001,pm25,PM<sub>2.5</sub>,EU,µg/m3
3877,country,Romania,ROU,EU,European Union,25.7,27,28.3,2002,pm25,PM<sub>2.5</sub>,EU,µg/m3
3878,country,Romania,ROU,EU,European Union,26.5,27.7,29,2003,pm25,PM<sub>2.5</sub>,EU,µg/m3
3879,country,Romania,ROU,EU,European Union,23.4,24.5,25.6,2004,pm25,PM<sub>2.5</sub>,EU,µg/m3
3880,country,Romania,ROU,EU,European Union,24,24.9,26,2005,pm25,PM<sub>2.5</sub>,EU,µg/m3
3881,country,Romania,ROU,EU,European Union,22.3,22.7,23.1,2006,pm25,PM<sub>2.5</sub>,EU,µg/m3
3882,country,Romania,ROU,EU,European Union,21.2,21.5,21.8,2007,pm25,PM<sub>2.5</sub>,EU,µg/m3
3883,country,Romania,ROU,EU,European Union,20.2,20.4,20.7,2008,pm25,PM<sub>2.5</sub>,EU,µg/m3
3884,country,Romania,ROU,EU,European Union,19.3,19.8,20.3,2009,pm25,PM<sub>2.5</sub>,EU,µg/m3
3885,country,Romania,ROU,EU,European Union,18.4,18.8,19.3,2010,pm25,PM<sub>2.5</sub>,EU,µg/m3
3886,country,Romania,ROU,EU,European Union,21.8,22.3,22.8,2011,pm25,PM<sub>2.5</sub>,EU,µg/m3
3887,country,Romania,ROU,EU,European Union,20.9,21.4,21.8,2012,pm25,PM<sub>2.5</sub>,EU,µg/m3
3888,country,Romania,ROU,EU,European Union,17.7,18.2,18.6,2013,pm25,PM<sub>2.5</sub>,EU,µg/m3
3889,country,Romania,ROU,EU,European Union,17.8,18.3,18.7,2014,pm25,PM<sub>2.5</sub>,EU,µg/m3
3890,country,Romania,ROU,EU,European Union,17.7,18.1,18.4,2015,pm25,PM<sub>2.5</sub>,EU,µg/m3
3891,country,Romania,ROU,EU,European Union,17.6,18.1,18.5,2016,pm25,PM<sub>2.5</sub>,EU,µg/m3
3892,country,Romania,ROU,EU,European Union,19.9,20.3,20.7,2017,pm25,PM<sub>2.5</sub>,EU,µg/m3
3893,country,Romania,ROU,EU,European Union,18.3,18.8,19.2,2018,pm25,PM<sub>2.5</sub>,EU,µg/m3
3894,country,Romania,ROU,EU,European Union,16,16.4,16.8,2019,pm25,PM<sub>2.5</sub>,EU,µg/m3
3895,country,Romania,ROU,EU,European Union,15.7,16,16.4,2020,pm25,PM<sub>2.5</sub>,EU,µg/m3
3896,country,Romania,ROU,EU,European Union,15.8,16.1,16.4,2021,pm25,PM<sub>2.5</sub>,EU,µg/m3
3897,country,Romania,ROU,EU,European Union,16.1,16.4,16.8,2022,pm25,PM<sub>2.5</sub>,EU,µg/m3
3898,country,Romania,ROU,EU,European Union,15.8,16,16.2,2023,pm25,PM<sub>2.5</sub>,EU,µg/m3
3994,country,Slovakia,SVK,EU,European Union,15.3,27.3,44.8,1990,pm25,PM<sub>2.5</sub>,EU,µg/m3
4020,country,Slovakia,SVK,EU,European Union,18.1,27.1,40.5,1991,pm25,PM<sub>2.5</sub>,EU,µg/m3
4021,country,Slovakia,SVK,EU,European Union,18.6,26.6,38.2,1992,pm25,PM<sub>2.5</sub>,EU,µg/m3
4022,country,Slovakia,SVK,EU,European Union,19.2,26,36.2,1993,pm25,PM<sub>2.5</sub>,EU,µg/m3
